image_id,original_image_id,split,filepath,label,source_dataset,generator,generator_version,device_family,device_model,variant_type,compression_status,jpeg_quality_if_known,width,height,format,file_size_bytes,sha256,perceptual_hash,provenance,license
e21_train_real_0039_clean,e21_train_real_0039,train,images/train/e21_train_real_0039_clean.png,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,clean,uncompressed,original,1280,960,PNG,2686210,284db540aa62389534710cf0f838799315ccf241da0887f92e45515d4929b6df,dhash:0ecc5266653f0787;ahash:070639f33081c3f3,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg/1280px-1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0039_resize_jpeg,e21_train_real_0039,train,images/train/e21_train_real_0039_resize_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,resize_jpeg,resize_75pct_jpeg80,80,960,720,JPEG,210064,50159a147cebba40836e8921421335a85edb3cd00a4afad339eded997eabb9ce,dhash:0ecc5266663f0787;ahash:070639f33081c3f3,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg/1280px-1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0039_moderate_jpeg,e21_train_real_0039,train,images/train/e21_train_real_0039_moderate_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,moderate_jpeg,jpeg65_subsampling420,65,1280,960,JPEG,317274,2024e7098a3674e219bc4c84f836b0d4736c59b9b3ece37395eb303b08814717,dhash:0ecc5266663f0787;ahash:070631f33081c3f3,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg/1280px-1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0039_severe_jpeg,e21_train_real_0039,train,images/train/e21_train_real_0039_severe_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,severe_jpeg,jpeg40_subsampling420,40,1280,960,JPEG,223458,3705a222e49eee1ce35326308b55a6b168b1a5636440832a223970349c02c17a,dhash:0ecc5266663f0787;ahash:070631f33083c3f3,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg/1280px-1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0039_sequential_jpeg,e21_train_real_0039,train,images/train/e21_train_real_0039_sequential_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,sequential_jpeg,sequential_jpeg85_jpeg60,60,1280,960,JPEG,302284,0c7bb6fc378dd1f7868f493f306e987589988a5d78b7c87fc42a59fe7247c60e,dhash:0ecc5266673f0787;ahash:070631f33081c3f3,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg/1280px-1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0039_resize_jpeg_resize,e21_train_real_0039,train,images/train/e21_train_real_0039_resize_jpeg_resize.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,resize_jpeg_resize,downscale60_jpeg75_upscale,75,1280,960,JPEG,285319,e6433eee9dbc678a201ca2a9120ed3277ca33cc5d379c30b9c37e22a01bde028,dhash:0ecc5266663f0787;ahash:070639f33081c3f3,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg/1280px-1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0039_social_media_whatsapp,e21_train_real_0039,train,images/train/e21_train_real_0039_social_media_whatsapp.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,social_media_whatsapp,whatsapp_simulation_1280px_q75,75,1280,960,JPEG,426756,799b70948cdda0610c71ce11c5b8d454e96c84e15603de424292a5f7020ec120,dhash:0ecc5266663f0787;ahash:070631f33081c3f3,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg/1280px-1970_AMC_Javelin_SST_Go_Pac_at_Hershey_2019_AACA_show_1of6.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0041_clean,e21_train_real_0041,train,images/train/e21_train_real_0041_clean.png,Real,Wikimedia Commons (Category:Taken with Google Pixel 6),none,none,Google Pixel,various,clean,uncompressed,original,1280,720,PNG,1270688,2b116d73d88e0093a8def39b1af042051aecba519677065b9bc759efbdd7f408,dhash:645c585c48646168;ahash:3e3e8e2cac3c3c3e,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/20220507Changhua_Railway_Hospital_Interiors-01.jpg/1280px-20220507Changhua_Railway_Hospital_Interiors-01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0041_resize_jpeg,e21_train_real_0041,train,images/train/e21_train_real_0041_resize_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with Google Pixel 6),none,none,Google Pixel,various,resize_jpeg,resize_75pct_jpeg80,80,960,540,JPEG,84153,ba219617eeb3590bc046b649f364dec46fd9641e516b0023356fe03bbb4a8f92,dhash:645c5c5c48646168;ahash:3e3e8e2cac3c3c3e,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/20220507Changhua_Railway_Hospital_Interiors-01.jpg/1280px-20220507Changhua_Railway_Hospital_Interiors-01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0041_moderate_jpeg,e21_train_real_0041,train,images/train/e21_train_real_0041_moderate_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with Google Pixel 6),none,none,Google Pixel,various,moderate_jpeg,jpeg65_subsampling420,65,1280,720,JPEG,125360,af7cf430d1e13895c563ac297079d1fff7ee254aa4b8f8fc003cb1cc8256a3bc,dhash:645c585c48646168;ahash:3e3e8e2cac3c3c3e,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/20220507Changhua_Railway_Hospital_Interiors-01.jpg/1280px-20220507Changhua_Railway_Hospital_Interiors-01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0041_severe_jpeg,e21_train_real_0041,train,images/train/e21_train_real_0041_severe_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with Google Pixel 6),none,none,Google Pixel,various,severe_jpeg,jpeg40_subsampling420,40,1280,720,JPEG,82223,16e5767d8df8d5bb75f00be388178d5c505b7397b329774658f50ea9b7e308e7,dhash:645c5c5c48646168;ahash:3e3e8e2cac3c3c3e,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/20220507Changhua_Railway_Hospital_Interiors-01.jpg/1280px-20220507Changhua_Railway_Hospital_Interiors-01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0041_sequential_jpeg,e21_train_real_0041,train,images/train/e21_train_real_0041_sequential_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with Google Pixel 6),none,none,Google Pixel,various,sequential_jpeg,sequential_jpeg85_jpeg60,60,1280,720,JPEG,119077,38d4858a0b3207043f05b6306a8e1940839c8e69297525e5ecc387979fc2aeec,dhash:645c5c5c48646168;ahash:3e3e8e2cac3c3c3e,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/20220507Changhua_Railway_Hospital_Interiors-01.jpg/1280px-20220507Changhua_Railway_Hospital_Interiors-01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0041_resize_jpeg_resize,e21_train_real_0041,train,images/train/e21_train_real_0041_resize_jpeg_resize.jpg,Real,Wikimedia Commons (Category:Taken with Google Pixel 6),none,none,Google Pixel,various,resize_jpeg_resize,downscale60_jpeg75_upscale,75,1280,720,JPEG,112853,9ff48d20995787a499addad45147676c311c73430f0f91fe9c14e20c6fd8354b,dhash:645c5c5c48646168;ahash:3e3e8e2cac3c3c3e,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/20220507Changhua_Railway_Hospital_Interiors-01.jpg/1280px-20220507Changhua_Railway_Hospital_Interiors-01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0041_social_media_whatsapp,e21_train_real_0041,train,images/train/e21_train_real_0041_social_media_whatsapp.jpg,Real,Wikimedia Commons (Category:Taken with Google Pixel 6),none,none,Google Pixel,various,social_media_whatsapp,whatsapp_simulation_1280px_q75,75,1280,720,JPEG,195438,e9fd20d3c30166cea4f7b5c96c0ad90dfa4816360b0dc11e1c8292fdd876f809,dhash:645c5c5c48646168;ahash:3e3e8e2cac3c3c3e,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/20220507Changhua_Railway_Hospital_Interiors-01.jpg/1280px-20220507Changhua_Railway_Hospital_Interiors-01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_ai_0033_clean,e21_train_ai_0033,train,images/train/e21_train_ai_0033_clean.png,AI,Synthbuster (Zenodo 10066460),Adobe Firefly 1,firefly,none,none,clean,uncompressed,original,2304,1792,PNG,4578273,89e4b7c839ee3170790c13648f02029c46aeba5eb032c8b87866b2915ff2f8ed,dhash:d0707060f03462c9;ahash:383e3f3f101c187c,synthbuster/synthbuster/firefly/r18791531t.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0033_resize_jpeg,e21_train_ai_0033,train,images/train/e21_train_ai_0033_resize_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),Adobe Firefly 1,firefly,none,none,resize_jpeg,resize_75pct_jpeg80,80,1728,1344,JPEG,332525,0d3b8450898a083d1b9365d32186f7c6ddf2e4f5b5e6c7508b35e7cdf196bda0,dhash:d0707268f03462c9;ahash:383e3f3f101c187c,synthbuster/synthbuster/firefly/r18791531t.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0033_moderate_jpeg,e21_train_ai_0033,train,images/train/e21_train_ai_0033_moderate_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),Adobe Firefly 1,firefly,none,none,moderate_jpeg,jpeg65_subsampling420,65,2304,1792,JPEG,456848,115f7063701f9136adbfdfe9337f85d0099ed74360f0408817bb3fe40c5727f6,dhash:d0707068f03462c9;ahash:383e3f3f101c187c,synthbuster/synthbuster/firefly/r18791531t.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0033_severe_jpeg,e21_train_ai_0033,train,images/train/e21_train_ai_0033_severe_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),Adobe Firefly 1,firefly,none,none,severe_jpeg,jpeg40_subsampling420,40,2304,1792,JPEG,314199,b92ecd0c6cf8947399d924ed6e1997e3bc482a8203af51a5f8d8f73306b32820,dhash:d0707268f03462c9;ahash:383e3f3f101c187c,synthbuster/synthbuster/firefly/r18791531t.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0033_sequential_jpeg,e21_train_ai_0033,train,images/train/e21_train_ai_0033_sequential_jpeg.jpg,AI,Synthbuster (Zenodo 10066460),Adobe Firefly 1,firefly,none,none,sequential_jpeg,sequential_jpeg85_jpeg60,60,2304,1792,JPEG,402377,9fb7a33dc68b8197c25bcf80da5b959477306f8ec018496199ed2b7d63ecfcea,dhash:d0707068f03462c9;ahash:383e3f3f101c187c,synthbuster/synthbuster/firefly/r18791531t.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0033_resize_jpeg_resize,e21_train_ai_0033,train,images/train/e21_train_ai_0033_resize_jpeg_resize.jpg,AI,Synthbuster (Zenodo 10066460),Adobe Firefly 1,firefly,none,none,resize_jpeg_resize,downscale60_jpeg75_upscale,75,2304,1792,JPEG,470226,534269ff5294e0693ded4f75e5d595d1043afaa2ee9db4ca019d4df9315cb0c7,dhash:d0707060f03462c9;ahash:383e3f3f101c187c,synthbuster/synthbuster/firefly/r18791531t.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_ai_0033_social_media_whatsapp,e21_train_ai_0033,train,images/train/e21_train_ai_0033_social_media_whatsapp.jpg,AI,Synthbuster (Zenodo 10066460),Adobe Firefly 1,firefly,none,none,social_media_whatsapp,whatsapp_simulation_1280px_q75,75,1280,996,JPEG,166639,f2ecea239b2f39ad6208059a32ee1b9ebea8c44277094fb9747b521ac4e79b95,dhash:d0707068f03462c9;ahash:383e3f3f101c187c,synthbuster/synthbuster/firefly/r18791531t.png,CC BY-NC-SA 4.0 (Quentin Bammey / Centre Borelli)
e21_train_real_0043_clean,e21_train_real_0043,train,images/train/e21_train_real_0043_clean.png,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,clean,uncompressed,original,1280,960,PNG,2108526,970b89852c5136c4aeeb6f3dd65a2db7922979c29718cf8f95954fe14dedb134,dhash:c2648f9f5c45163c;ahash:7fffc343aef0c006,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg/1280px-1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0043_resize_jpeg,e21_train_real_0043,train,images/train/e21_train_real_0043_resize_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,resize_jpeg,resize_75pct_jpeg80,80,960,720,JPEG,157794,4554ac913bc589fd63438e115f47d3afecf320f9f8388b74f8f98ccbc95dece9,dhash:c2648f9f5c45163c;ahash:7fffc343aef0c006,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg/1280px-1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0043_moderate_jpeg,e21_train_real_0043,train,images/train/e21_train_real_0043_moderate_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,moderate_jpeg,jpeg65_subsampling420,65,1280,960,JPEG,233834,03e56be03f0769bd808d2cc209b877f9ee426f3625cb5e84d451415c680625a0,dhash:c2648f9f5c45163c;ahash:7fffc343aef0c006,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg/1280px-1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0043_severe_jpeg,e21_train_real_0043,train,images/train/e21_train_real_0043_severe_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,severe_jpeg,jpeg40_subsampling420,40,1280,960,JPEG,165080,6245ce32aa430a3acc85ccd9ecec022d655a6693cd1d4f71b105b45f4e3c269c,dhash:c2648f9f5c45163c;ahash:7fffc343aef0c006,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg/1280px-1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0043_sequential_jpeg,e21_train_real_0043,train,images/train/e21_train_real_0043_sequential_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,sequential_jpeg,sequential_jpeg85_jpeg60,60,1280,960,JPEG,222517,756d426e87a2419e8e7b600229c248e70952b16d9e76d36a3981859c719b9015,dhash:c2648f9f5c45163c;ahash:7fffc343aef0c006,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg/1280px-1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0043_resize_jpeg_resize,e21_train_real_0043,train,images/train/e21_train_real_0043_resize_jpeg_resize.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,resize_jpeg_resize,downscale60_jpeg75_upscale,75,1280,960,JPEG,217085,357f7c00668285fdfa5653e0bb8c161d10469e50968040ba21d6d4cc06a8ddd0,dhash:c2648f9f5c45163c;ahash:7fffc343aef0c006,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg/1280px-1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0043_social_media_whatsapp,e21_train_real_0043,train,images/train/e21_train_real_0043_social_media_whatsapp.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,social_media_whatsapp,whatsapp_simulation_1280px_q75,75,1280,960,JPEG,319422,2e67a35c8223e5a4126bf4c0bb76257d6615141df958b1b3d79924d23cb1c0de,dhash:c2648f9f5c45163c;ahash:7fffc343aef0c006,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg/1280px-1949_Willys_Jeepster_in_pastel_aqua_at_2019_AACA_Hershey_meet_5of8.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0046_clean,e21_train_real_0046,train,images/train/e21_train_real_0046_clean.png,Real,Wikimedia Commons (Category:Taken with Samsung Galaxy S20),none,none,Samsung Galaxy,various,clean,uncompressed,original,1280,720,PNG,1614131,2dab70464d5affdf6fed9134b6e7607151f557c90da42ba5c130dffb3e500fa3,dhash:fbb9f472e6f9ec9f;ahash:7fff3f1b7e7f0700,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/20230507_074041_May_2023_in_Bia%C5%82ystok.jpg/1280px-20230507_074041_May_2023_in_Bia%C5%82ystok.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0046_resize_jpeg,e21_train_real_0046,train,images/train/e21_train_real_0046_resize_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with Samsung Galaxy S20),none,none,Samsung Galaxy,various,resize_jpeg,resize_75pct_jpeg80,80,960,540,JPEG,116368,30edced3264432432c5527f036037c60af65685e0650fbe08c4eb5ca46005435,dhash:fdb9f472e6f9ec9f;ahash:7fff3f1b7e7f0700,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/20230507_074041_May_2023_in_Bia%C5%82ystok.jpg/1280px-20230507_074041_May_2023_in_Bia%C5%82ystok.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0046_moderate_jpeg,e21_train_real_0046,train,images/train/e21_train_real_0046_moderate_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with Samsung Galaxy S20),none,none,Samsung Galaxy,various,moderate_jpeg,jpeg65_subsampling420,65,1280,720,JPEG,176042,d4857b73465832a616993a826a061acf0c0d6f846c827db270be494704a332eb,dhash:fbb9f072e6f9ec9f;ahash:7fff3f1b7e7f0700,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/20230507_074041_May_2023_in_Bia%C5%82ystok.jpg/1280px-20230507_074041_May_2023_in_Bia%C5%82ystok.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0046_severe_jpeg,e21_train_real_0046,train,images/train/e21_train_real_0046_severe_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with Samsung Galaxy S20),none,none,Samsung Galaxy,various,severe_jpeg,jpeg40_subsampling420,40,1280,720,JPEG,119294,58c56866718db0dd0a674d21de2062c7a8b3aa7ad6795ddc8f0114d5897ba516,dhash:fdb9f472e6f9ec9f;ahash:7fff3f1b7e7f0700,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/20230507_074041_May_2023_in_Bia%C5%82ystok.jpg/1280px-20230507_074041_May_2023_in_Bia%C5%82ystok.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0046_sequential_jpeg,e21_train_real_0046,train,images/train/e21_train_real_0046_sequential_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with Samsung Galaxy S20),none,none,Samsung Galaxy,various,sequential_jpeg,sequential_jpeg85_jpeg60,60,1280,720,JPEG,167161,1fe9c926e2a23b50b8a51762078256aef47b513ffd652ff6374162e918f06ac7,dhash:fbb9f472e6f9ec9f;ahash:7fff3f1b7e7f0700,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/20230507_074041_May_2023_in_Bia%C5%82ystok.jpg/1280px-20230507_074041_May_2023_in_Bia%C5%82ystok.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0046_resize_jpeg_resize,e21_train_real_0046,train,images/train/e21_train_real_0046_resize_jpeg_resize.jpg,Real,Wikimedia Commons (Category:Taken with Samsung Galaxy S20),none,none,Samsung Galaxy,various,resize_jpeg_resize,downscale60_jpeg75_upscale,75,1280,720,JPEG,155155,684f8d0b7a61d836de72c905def8a3357d88d82e9ee0f29105374eb2d3d736ae,dhash:fdb9f472e6f9ec9f;ahash:7fff3f1b7e7f0700,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/20230507_074041_May_2023_in_Bia%C5%82ystok.jpg/1280px-20230507_074041_May_2023_in_Bia%C5%82ystok.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0046_social_media_whatsapp,e21_train_real_0046,train,images/train/e21_train_real_0046_social_media_whatsapp.jpg,Real,Wikimedia Commons (Category:Taken with Samsung Galaxy S20),none,none,Samsung Galaxy,various,social_media_whatsapp,whatsapp_simulation_1280px_q75,75,1280,720,JPEG,251238,e69238f89fa6bc8129094830de674a72d9f3c5ac3f34c5b741d932e2288a8762,dhash:fdb9f072e6f9ec9f;ahash:7fff3f1b7e7f0700,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/20230507_074041_May_2023_in_Bia%C5%82ystok.jpg/1280px-20230507_074041_May_2023_in_Bia%C5%82ystok.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0044_clean,e21_train_real_0044,train,images/train/e21_train_real_0044_clean.png,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,clean,uncompressed,original,1280,960,PNG,1678875,5ced4c691912a1dba82645b313d4f9d3c42a7a8d9cb3134274919f4ad75ff491,dhash:3732b39392d3f1ed;ahash:039b1bc960787827,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/1946_Willys_CJ2A_all_original_at_2019_AACA_Hershey_meet_4of5.jpg/1280px-1946_Willys_CJ2A_all_original_at_2019_AACA_Hershey_meet_4of5.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0044_resize_jpeg,e21_train_real_0044,train,images/train/e21_train_real_0044_resize_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,resize_jpeg,resize_75pct_jpeg80,80,960,720,JPEG,111761,3c07383cfd7d03dc3a8e2e589fb63033abcb9a5dae12f4a0213bf8b0bc047d46,dhash:3732b39392d3f1ed;ahash:039b1bc960787827,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/1946_Willys_CJ2A_all_original_at_2019_AACA_Hershey_meet_4of5.jpg/1280px-1946_Willys_CJ2A_all_original_at_2019_AACA_Hershey_meet_4of5.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0044_moderate_jpeg,e21_train_real_0044,train,images/train/e21_train_real_0044_moderate_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,moderate_jpeg,jpeg65_subsampling420,65,1280,960,JPEG,147947,6d65969384ce4a811b93b3797d629ef8314aa878b25492ff738e4688205b93dc,dhash:3732b39392d3f1ed;ahash:039b1bc960787827,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/1946_Willys_CJ2A_all_original_at_2019_AACA_Hershey_meet_4of5.jpg/1280px-1946_Willys_CJ2A_all_original_at_2019_AACA_Hershey_meet_4of5.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
e21_train_real_0044_severe_jpeg,e21_train_real_0044,train,images/train/e21_train_real_0044_severe_jpeg.jpg,Real,Wikimedia Commons (Category:Taken with iPhone 11),none,none,Apple iPhone,various,severe_jpeg,jpeg40_subsampling420,40,1280,960,JPEG,98551,652b113546f85e1a7b24fa720a2cfcf39bc45bf956a425d4596f2f8f68c8cb07,dhash:3732b39392d3f1ed;ahash:039b1bc960787827,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/1946_Willys_CJ2A_all_original_at_2019_AACA_Hershey_meet_4of5.jpg/1280px-1946_Willys_CJ2A_all_original_at_2019_AACA_Hershey_meet_4of5.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Creative Commons / Public Domain
