dataset,image_id,filepath,label,generator,device_family,degradation_type,prob_e6c,pred_e6c,correct_e6c,prob_e20,pred_e20,correct_e20,transition
E14_Degraded,ai_sb_stable-diffusion-1-4_188_r07cfb432t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_188_r07cfb432t_test_resize_q80.jpg,AI,stable-diffusion-1-4,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.99462890625,1,1,0.1744384765625,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-4_188_r07cfb432t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_188_r07cfb432t_test_double_jpeg.jpg,AI,stable-diffusion-1-4,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.97265625,1,1,0.1134033203125,0,0,E6C_correct__E20_wrong
E14_Degraded,real_raise_115_r0f24ca4dt_test_whatsapp_q75,data/final_external_pool/final_test_degraded/real_raise_115_r0f24ca4dt_test_whatsapp_q75.jpg,Real,camera,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.52685546875,1,0,0.02838134765625,0,1,E6C_wrong__E20_correct
E14_Degraded,real_raise_115_r0f24ca4dt_test_resize_q80,data/final_external_pool/final_test_degraded/real_raise_115_r0f24ca4dt_test_resize_q80.jpg,Real,camera,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.70556640625,1,0,0.0251312255859375,0,1,E6C_wrong__E20_correct
E14_Degraded,ai_sb_stable-diffusion-1-3_166_r102b4aa4t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_166_r102b4aa4t_test_whatsapp_q75.jpg,AI,stable-diffusion-1-3,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.43505859375,0,0,0.033660888671875,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-3_166_r102b4aa4t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_166_r102b4aa4t_test_resize_q80.jpg,AI,stable-diffusion-1-3,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.57470703125,1,1,0.0272674560546875,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-3_166_r102b4aa4t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_166_r102b4aa4t_test_double_jpeg.jpg,AI,stable-diffusion-1-3,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.353515625,0,0,0.0201416015625,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_dalle2_029_r1d9a31fct_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_dalle2_029_r1d9a31fct_test_whatsapp_q75.jpg,AI,dalle2,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.03314208984375,0,0,0.0531005859375,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_dalle2_029_r1d9a31fct_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_dalle2_029_r1d9a31fct_test_resize_q80.jpg,AI,dalle2,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.03759765625,0,0,0.03753662109375,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_dalle2_029_r1d9a31fct_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_dalle2_029_r1d9a31fct_test_double_jpeg.jpg,AI,dalle2,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.02215576171875,0,0,0.037750244140625,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_087_r1bdb6385t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_firefly_087_r1bdb6385t_test_whatsapp_q75.jpg,AI,firefly,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.83154296875,1,1,0.0222015380859375,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_firefly_087_r1bdb6385t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_firefly_087_r1bdb6385t_test_resize_q80.jpg,AI,firefly,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.81103515625,1,1,0.0247039794921875,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_firefly_087_r1bdb6385t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_firefly_087_r1bdb6385t_test_double_jpeg.jpg,AI,firefly,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.79931640625,1,1,0.0279541015625,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_midjourney-v5_147_r1bdb6385t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_147_r1bdb6385t_test_whatsapp_q75.jpg,AI,midjourney-v5,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.56689453125,1,1,0.09930419921875,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_midjourney-v5_147_r1bdb6385t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_147_r1bdb6385t_test_resize_q80.jpg,AI,midjourney-v5,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.54052734375,1,1,0.10723876953125,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_midjourney-v5_147_r1bdb6385t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_147_r1bdb6385t_test_double_jpeg.jpg,AI,midjourney-v5,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.1260986328125,0,0,0.050811767578125,0,0,E6C_wrong__E20_wrong
E14_Degraded,real_raise_043_r057282fet_test_whatsapp_q75,data/final_external_pool/final_test_degraded/real_raise_043_r057282fet_test_whatsapp_q75.jpg,Real,camera,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.9609375,1,0,0.4375,0,1,E6C_wrong__E20_correct
E14_Degraded,real_raise_043_r057282fet_test_resize_q80,data/final_external_pool/final_test_degraded/real_raise_043_r057282fet_test_resize_q80.jpg,Real,camera,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.9560546875,1,0,0.404541015625,0,1,E6C_wrong__E20_correct
E14_Degraded,real_raise_043_r057282fet_test_double_jpeg,data/final_external_pool/final_test_degraded/real_raise_043_r057282fet_test_double_jpeg.jpg,Real,camera,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.88720703125,1,0,0.3193359375,0,1,E6C_wrong__E20_correct
E14_Degraded,real_raise_supp_035_r12cbfb1et_test_whatsapp_q75,data/final_external_pool/final_test_degraded/real_raise_supp_035_r12cbfb1et_test_whatsapp_q75.jpg,Real,camera,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.56201171875,1,0,0.011871337890625,0,1,E6C_wrong__E20_correct
E14_Degraded,ai_sb_stable-diffusion-1-3_160_r09a60f63t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_160_r09a60f63t_test_whatsapp_q75.jpg,AI,stable-diffusion-1-3,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.354736328125,0,0,0.6806640625,1,1,E6C_wrong__E20_correct
E14_Degraded,ai_sb_stable-diffusion-1-3_160_r09a60f63t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_160_r09a60f63t_test_double_jpeg.jpg,AI,stable-diffusion-1-3,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.020294189453125,0,0,0.5439453125,1,1,E6C_wrong__E20_correct
E14_Degraded,ai_sb_glide_091_r000da54ft_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_glide_091_r000da54ft_test_double_jpeg.jpg,AI,glide,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.028594970703125,0,0,0.62158203125,1,1,E6C_wrong__E20_correct
E14_Degraded,ai_sb_firefly_068_r07cfb432t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_firefly_068_r07cfb432t_test_whatsapp_q75.jpg,AI,firefly,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.07586669921875,0,0,0.05987548828125,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_068_r07cfb432t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_firefly_068_r07cfb432t_test_resize_q80.jpg,AI,firefly,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.11920166015625,0,0,0.09271240234375,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_068_r07cfb432t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_firefly_068_r07cfb432t_test_double_jpeg.jpg,AI,firefly,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.0147857666015625,0,0,0.0394287109375,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_069_r08996953t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_firefly_069_r08996953t_test_whatsapp_q75.jpg,AI,firefly,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.318603515625,0,0,0.03662109375,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_069_r08996953t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_firefly_069_r08996953t_test_resize_q80.jpg,AI,firefly,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.267333984375,0,0,0.053192138671875,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_069_r08996953t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_firefly_069_r08996953t_test_double_jpeg.jpg,AI,firefly,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.1376953125,0,0,0.0394287109375,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_dalle2_003_r026b5360t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_dalle2_003_r026b5360t_test_whatsapp_q75.jpg,AI,dalle2,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.71826171875,1,1,0.292236328125,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_dalle2_003_r026b5360t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_dalle2_003_r026b5360t_test_resize_q80.jpg,AI,dalle2,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.7861328125,1,1,0.3291015625,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_dalle2_003_r026b5360t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_dalle2_003_r026b5360t_test_double_jpeg.jpg,AI,dalle2,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.410888671875,0,0,0.1422119140625,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_supp_dalle2_002_r002fc3e2t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_supp_dalle2_002_r002fc3e2t_test_whatsapp_q75.jpg,AI,dalle2,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.419921875,0,0,0.55859375,1,1,E6C_wrong__E20_correct
E14_Degraded,ai_sb_supp_dalle2_002_r002fc3e2t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_supp_dalle2_002_r002fc3e2t_test_resize_q80.jpg,AI,dalle2,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.43212890625,0,0,0.64794921875,1,1,E6C_wrong__E20_correct
E14_Degraded,ai_sb_supp_dalle2_002_r002fc3e2t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_supp_dalle2_002_r002fc3e2t_test_double_jpeg.jpg,AI,dalle2,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.185791015625,0,0,0.5078125,1,1,E6C_wrong__E20_correct
E14_Degraded,ai_sb_firefly_075_r0f5beb66t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_firefly_075_r0f5beb66t_test_whatsapp_q75.jpg,AI,firefly,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.00701141357421875,0,0,0.0021152496337890625,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_075_r0f5beb66t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_firefly_075_r0f5beb66t_test_resize_q80.jpg,AI,firefly,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.00464630126953125,0,0,0.00217437744140625,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_075_r0f5beb66t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_firefly_075_r0f5beb66t_test_double_jpeg.jpg,AI,firefly,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.0018310546875,0,0,0.0016231536865234375,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_midjourney-v5_146_r1ad2de34t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_146_r1ad2de34t_test_whatsapp_q75.jpg,AI,midjourney-v5,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.1900634765625,0,0,0.033477783203125,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_midjourney-v5_146_r1ad2de34t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_146_r1ad2de34t_test_resize_q80.jpg,AI,midjourney-v5,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.2257080078125,0,0,0.0262603759765625,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_midjourney-v5_146_r1ad2de34t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_146_r1ad2de34t_test_double_jpeg.jpg,AI,midjourney-v5,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.14306640625,0,0,0.0235137939453125,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-2_231_r159d3942t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_231_r159d3942t_test_whatsapp_q75.jpg,AI,stable-diffusion-2,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.0054473876953125,0,0,0.06256103515625,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-2_231_r159d3942t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_231_r159d3942t_test_resize_q80.jpg,AI,stable-diffusion-2,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.01322174072265625,0,0,0.05706787109375,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-2_231_r159d3942t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_231_r159d3942t_test_double_jpeg.jpg,AI,stable-diffusion-2,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.0017824172973632812,0,0,0.0635986328125,0,0,E6C_wrong__E20_wrong
E14_Degraded,real_raise_110_r0ea0825ft_test_whatsapp_q75,data/final_external_pool/final_test_degraded/real_raise_110_r0ea0825ft_test_whatsapp_q75.jpg,Real,camera,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.00424957275390625,0,1,0.732421875,1,0,E6C_correct__E20_wrong
E14_Degraded,real_raise_110_r0ea0825ft_test_resize_q80,data/final_external_pool/final_test_degraded/real_raise_110_r0ea0825ft_test_resize_q80.jpg,Real,camera,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.00323486328125,0,1,0.640625,1,0,E6C_correct__E20_wrong
E14_Degraded,real_raise_110_r0ea0825ft_test_double_jpeg,data/final_external_pool/final_test_degraded/real_raise_110_r0ea0825ft_test_double_jpeg.jpg,Real,camera,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.0012159347534179688,0,1,0.6826171875,1,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_glide_109_r138ad247t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_glide_109_r138ad247t_test_whatsapp_q75.jpg,AI,glide,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.41552734375,0,0,0.278076171875,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_glide_109_r138ad247t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_glide_109_r138ad247t_test_resize_q80.jpg,AI,glide,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.451904296875,0,0,0.28662109375,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_glide_109_r138ad247t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_glide_109_r138ad247t_test_double_jpeg.jpg,AI,glide,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.347412109375,0,0,0.25439453125,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_whatsapp_q75.jpg,AI,stable-diffusion-1-4,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.828125,1,1,0.264404296875,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_resize_q80.jpg,AI,stable-diffusion-1-4,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.7890625,1,1,0.26123046875,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_double_jpeg.jpg,AI,stable-diffusion-1-4,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.40869140625,0,0,0.1134033203125,0,0,E6C_wrong__E20_wrong
E14_Degraded,real_raise_230_r1d00d8ect_test_whatsapp_q75,data/final_external_pool/final_test_degraded/real_raise_230_r1d00d8ect_test_whatsapp_q75.jpg,Real,camera,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.78857421875,1,0,0.0194244384765625,0,1,E6C_wrong__E20_correct
E14_Degraded,real_raise_230_r1d00d8ect_test_resize_q80,data/final_external_pool/final_test_degraded/real_raise_230_r1d00d8ect_test_resize_q80.jpg,Real,camera,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.76953125,1,0,0.017242431640625,0,1,E6C_wrong__E20_correct
E14_Degraded,real_raise_230_r1d00d8ect_test_double_jpeg,data/final_external_pool/final_test_degraded/real_raise_230_r1d00d8ect_test_double_jpeg.jpg,Real,camera,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.6181640625,1,0,0.00577545166015625,0,1,E6C_wrong__E20_correct
E14_Degraded,ai_sb_dalle3_056_r1ad2de34t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_dalle3_056_r1ad2de34t_test_double_jpeg.jpg,AI,dalle3,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.97216796875,1,1,0.3291015625,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_whatsapp_q75.jpg,AI,stable-diffusion-1-3,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.0121002197265625,0,0,0.0032100677490234375,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_resize_q80.jpg,AI,stable-diffusion-1-3,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.00734710693359375,0,0,0.0025310516357421875,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_double_jpeg.jpg,AI,stable-diffusion-1-3,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.0011472702026367188,0,0,0.0037212371826171875,0,0,E6C_wrong__E20_wrong
E14_Degraded,real_raise_022_r02f1ba48t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/real_raise_022_r02f1ba48t_test_whatsapp_q75.jpg,Real,camera,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.84521484375,1,0,0.0257110595703125,0,1,E6C_wrong__E20_correct
E14_Degraded,real_raise_022_r02f1ba48t_test_resize_q80,data/final_external_pool/final_test_degraded/real_raise_022_r02f1ba48t_test_resize_q80.jpg,Real,camera,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.8828125,1,0,0.0252227783203125,0,1,E6C_wrong__E20_correct
E14_Degraded,real_raise_022_r02f1ba48t_test_double_jpeg,data/final_external_pool/final_test_degraded/real_raise_022_r02f1ba48t_test_double_jpeg.jpg,Real,camera,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.8037109375,1,0,0.0242767333984375,0,1,E6C_wrong__E20_correct
E14_Degraded,ai_sb_glide_092_r0150031ft_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_glide_092_r0150031ft_test_whatsapp_q75.jpg,AI,glide,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.986328125,1,1,0.197021484375,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_glide_092_r0150031ft_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_glide_092_r0150031ft_test_resize_q80.jpg,AI,glide,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.99365234375,1,1,0.1961669921875,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_glide_092_r0150031ft_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_glide_092_r0150031ft_test_double_jpeg.jpg,AI,glide,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.86572265625,1,1,0.1331787109375,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_whatsapp_q75.jpg,AI,stable-diffusion-1-4,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.0007319450378417969,0,0,0.031494140625,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_resize_q80.jpg,AI,stable-diffusion-1-4,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.0041351318359375,0,0,0.0343017578125,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_double_jpeg.jpg,AI,stable-diffusion-1-4,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.00011593103408813477,0,0,0.023468017578125,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_glide_097_r06743f8ft_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_glide_097_r06743f8ft_test_whatsapp_q75.jpg,AI,glide,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.25,0,0,0.449462890625,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_glide_097_r06743f8ft_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_glide_097_r06743f8ft_test_double_jpeg.jpg,AI,glide,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.0460205078125,0,0,0.37939453125,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-3_151_r000da54ft_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_151_r000da54ft_test_whatsapp_q75.jpg,AI,stable-diffusion-1-3,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.728515625,1,1,0.010528564453125,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-3_151_r000da54ft_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_151_r000da54ft_test_resize_q80.jpg,AI,stable-diffusion-1-3,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.6953125,1,1,0.006984710693359375,0,0,E6C_correct__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-1-3_151_r000da54ft_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_151_r000da54ft_test_double_jpeg.jpg,AI,stable-diffusion-1-3,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.093994140625,0,0,0.005687713623046875,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_070_r09a60f63t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_firefly_070_r09a60f63t_test_double_jpeg.jpg,AI,firefly,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.373779296875,0,0,0.978515625,1,1,E6C_wrong__E20_correct
E14_Degraded,ai_sb_stable-diffusion-2_234_r1900f7c7t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_234_r1900f7c7t_test_whatsapp_q75.jpg,AI,stable-diffusion-2,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.0153656005859375,0,0,0.0016422271728515625,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-2_234_r1900f7c7t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_234_r1900f7c7t_test_resize_q80.jpg,AI,stable-diffusion-2,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.01678466796875,0,0,0.0026531219482421875,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_stable-diffusion-2_234_r1900f7c7t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_234_r1900f7c7t_test_double_jpeg.jpg,AI,stable-diffusion-2,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.0120086669921875,0,0,0.0017004013061523438,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_088_r1c9fdcf4t_test_whatsapp_q75,data/final_external_pool/final_test_degraded/ai_sb_firefly_088_r1c9fdcf4t_test_whatsapp_q75.jpg,AI,firefly,unknown,"WhatsApp-tier JPEG (L1280, Q75, 4:2:0)",0.10894775390625,0,0,0.451904296875,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_088_r1c9fdcf4t_test_resize_q80,data/final_external_pool/final_test_degraded/ai_sb_firefly_088_r1c9fdcf4t_test_resize_q80.jpg,AI,firefly,unknown,Resize (L1080) + JPEG Q80 (4:2:0),0.3896484375,0,0,0.37646484375,0,0,E6C_wrong__E20_wrong
E14_Degraded,ai_sb_firefly_088_r1c9fdcf4t_test_double_jpeg,data/final_external_pool/final_test_degraded/ai_sb_firefly_088_r1c9fdcf4t_test_double_jpeg.jpg,AI,firefly,unknown,"Double JPEG (L1280, Q80->Q70, 4:2:0)",0.019378662109375,0,0,0.172119140625,0,0,E6C_wrong__E20_wrong
