benchmark,image_id,label,prob_e6c,prob_e20,pred_e20,prob_e21,pred_e21,prob_e22,pred_e22,prob_e23,pred_e23,route_decision_win,prob_e23_pure,pred_e23_pure,route_decision_pure,complementarity_type,e20_vs_e23_transition,e21_vs_e23_transition,generator,device_family,filepath
E14 Degraded External,real_raise_supp_004_r01d0b83bt_test_whatsapp_q75,Real,0.015015,0.031616,0,0.407471,0,0.369885,0,0.369886,0,Blend,0.031616,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_supp_004_r01d0b83bt_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_supp_004_r01d0b83bt_test_resize_q80,Real,0.021362,0.035400,0,0.388184,0,0.352905,0,0.352906,0,Blend,0.035400,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_supp_004_r01d0b83bt_test_resize_q80.jpg
E14 Degraded External,real_raise_supp_004_r01d0b83bt_test_double_jpeg,Real,0.005844,0.022415,0,0.279297,0,0.253609,0,0.253609,0,Blend,0.022415,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_supp_004_r01d0b83bt_test_double_jpeg.jpg
E14 Degraded External,ai_sb_midjourney-v5_130_r09a60f63t_test_whatsapp_q75,AI,0.809082,0.990723,1,0.930176,1,0.936230,1,0.936231,1,Blend,0.990723,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,midjourney-v5,unknown,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_130_r09a60f63t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_midjourney-v5_130_r09a60f63t_test_resize_q80,AI,0.833008,0.987305,1,0.937500,1,0.942480,1,0.942481,1,Blend,0.987305,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,midjourney-v5,unknown,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_130_r09a60f63t_test_resize_q80.jpg
E14 Degraded External,ai_sb_midjourney-v5_130_r09a60f63t_test_double_jpeg,AI,0.754395,0.978027,1,0.938477,1,0.942432,1,0.942432,1,Blend,0.978027,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,midjourney-v5,unknown,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_130_r09a60f63t_test_double_jpeg.jpg
E14 Degraded External,real_raise_191_r18d72ab2t_test_whatsapp_q75,Real,0.004005,0.003124,0,0.451172,0,0.406367,0,0.406367,0,Blend,0.003124,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_191_r18d72ab2t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_191_r18d72ab2t_test_resize_q80,Real,0.005161,0.005798,0,0.456787,0,0.411688,0,0.411688,0,Blend,0.005798,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_191_r18d72ab2t_test_resize_q80.jpg
E14 Degraded External,real_raise_191_r18d72ab2t_test_double_jpeg,Real,0.000422,0.004646,0,0.632812,1,0.569996,1,0.569995,1,Blend,0.632812,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_191_r18d72ab2t_test_double_jpeg.jpg
E14 Degraded External,real_raise_208_r1aa53167t_test_whatsapp_q75,Real,0.002342,0.032227,0,0.403320,0,0.366211,0,0.366211,0,Blend,0.032227,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_208_r1aa53167t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_208_r1aa53167t_test_resize_q80,Real,0.001889,0.034760,0,0.375488,0,0.341415,0,0.341415,0,Blend,0.034760,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_208_r1aa53167t_test_resize_q80.jpg
E14 Degraded External,real_raise_208_r1aa53167t_test_double_jpeg,Real,0.001965,0.032288,0,0.360596,0,0.327765,0,0.327765,0,Blend,0.032288,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_208_r1aa53167t_test_double_jpeg.jpg
E14 Degraded External,real_raise_202_r1a4651edt_test_whatsapp_q75,Real,0.000049,0.008217,0,0.064514,0,0.058884,0,0.058884,0,Blend,0.008217,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_202_r1a4651edt_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_202_r1a4651edt_test_resize_q80,Real,0.000111,0.008446,0,0.064270,0,0.058688,0,0.058688,0,Blend,0.008446,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_202_r1a4651edt_test_resize_q80.jpg
E14 Degraded External,real_raise_202_r1a4651edt_test_double_jpeg,Real,0.000024,0.007317,0,0.059967,0,0.054702,0,0.054702,0,Blend,0.007317,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_202_r1a4651edt_test_double_jpeg.jpg
E14 Degraded External,ai_sb_dalle2_003_r026b5360t_test_whatsapp_q75,AI,0.718262,0.292236,0,0.921387,1,0.858472,1,0.858472,1,Blend,0.921387,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,dalle2,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle2_003_r026b5360t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_dalle2_003_r026b5360t_test_resize_q80,AI,0.786133,0.329102,0,0.923340,1,0.863916,1,0.863916,1,Blend,0.923340,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,dalle2,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle2_003_r026b5360t_test_resize_q80.jpg
E14 Degraded External,ai_sb_dalle2_003_r026b5360t_test_double_jpeg,AI,0.410889,0.142212,0,0.862305,1,0.790295,1,0.790296,1,Blend,0.862305,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,dalle2,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle2_003_r026b5360t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_supp_dalle2_002_r002fc3e2t_test_whatsapp_q75,AI,0.419922,0.558594,1,0.991699,1,0.948389,1,0.948388,1,Blend,0.558594,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,dalle2,unknown,data/final_external_pool/final_test_degraded/ai_sb_supp_dalle2_002_r002fc3e2t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_supp_dalle2_002_r002fc3e2t_test_resize_q80,AI,0.432129,0.647949,1,0.993652,1,0.959082,1,0.959082,1,Blend,0.647949,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,dalle2,unknown,data/final_external_pool/final_test_degraded/ai_sb_supp_dalle2_002_r002fc3e2t_test_resize_q80.jpg
E14 Degraded External,ai_sb_supp_dalle2_002_r002fc3e2t_test_double_jpeg,AI,0.185791,0.507812,1,0.980957,1,0.933643,1,0.933642,1,Blend,0.507812,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,dalle2,unknown,data/final_external_pool/final_test_degraded/ai_sb_supp_dalle2_002_r002fc3e2t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_firefly_075_r0f5beb66t_test_whatsapp_q75,AI,0.007011,0.002115,0,0.106140,0,0.095738,0,0.095738,0,Blend,0.002115,0,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,firefly,unknown,data/final_external_pool/final_test_degraded/ai_sb_firefly_075_r0f5beb66t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_firefly_075_r0f5beb66t_test_resize_q80,AI,0.004646,0.002174,0,0.103760,0,0.093601,0,0.093601,0,Blend,0.002174,0,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,firefly,unknown,data/final_external_pool/final_test_degraded/ai_sb_firefly_075_r0f5beb66t_test_resize_q80.jpg
E14 Degraded External,ai_sb_firefly_075_r0f5beb66t_test_double_jpeg,AI,0.001831,0.001623,0,0.054199,0,0.048942,0,0.048941,0,Blend,0.001623,0,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,firefly,unknown,data/final_external_pool/final_test_degraded/ai_sb_firefly_075_r0f5beb66t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_midjourney-v5_146_r1ad2de34t_test_whatsapp_q75,AI,0.190063,0.033478,0,0.801270,1,0.724490,1,0.724491,1,Blend,0.801270,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,midjourney-v5,unknown,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_146_r1ad2de34t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_midjourney-v5_146_r1ad2de34t_test_resize_q80,AI,0.225708,0.026260,0,0.776855,1,0.701796,1,0.701796,1,Blend,0.776855,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,midjourney-v5,unknown,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_146_r1ad2de34t_test_resize_q80.jpg
E14 Degraded External,ai_sb_midjourney-v5_146_r1ad2de34t_test_double_jpeg,AI,0.143066,0.023514,0,0.780762,1,0.705037,1,0.705037,1,Blend,0.780762,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,midjourney-v5,unknown,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_146_r1ad2de34t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_stable-diffusion-2_231_r159d3942t_test_whatsapp_q75,AI,0.005447,0.062561,0,0.023376,0,0.027295,0,0.027295,0,Blend,0.062561,0,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,stable-diffusion-2,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_231_r159d3942t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_stable-diffusion-2_231_r159d3942t_test_resize_q80,AI,0.013222,0.057068,0,0.032227,0,0.034711,0,0.034711,0,Blend,0.057068,0,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,stable-diffusion-2,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_231_r159d3942t_test_resize_q80.jpg
E14 Degraded External,ai_sb_stable-diffusion-2_231_r159d3942t_test_double_jpeg,AI,0.001782,0.063599,0,0.015305,0,0.020134,0,0.020134,0,Blend,0.063599,0,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,stable-diffusion-2,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_231_r159d3942t_test_double_jpeg.jpg
E14 Degraded External,real_raise_075_r09851aa4t_test_whatsapp_q75,Real,0.004265,0.024521,0,0.255615,0,0.232506,0,0.232506,0,Blend,0.024521,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_075_r09851aa4t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_075_r09851aa4t_test_resize_q80,Real,0.002935,0.020767,0,0.198486,0,0.180714,0,0.180714,0,Blend,0.020767,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_075_r09851aa4t_test_resize_q80.jpg
E14 Degraded External,real_raise_075_r09851aa4t_test_double_jpeg,Real,0.002035,0.017776,0,0.185181,0,0.168440,0,0.168440,0,Blend,0.017776,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_075_r09851aa4t_test_double_jpeg.jpg
E14 Degraded External,real_raise_110_r0ea0825ft_test_whatsapp_q75,Real,0.004250,0.732422,1,0.844238,1,0.833057,1,0.833056,1,Blend,0.732422,1,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_110_r0ea0825ft_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_110_r0ea0825ft_test_resize_q80,Real,0.003235,0.640625,1,0.764160,1,0.751807,1,0.751807,1,Blend,0.640625,1,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_110_r0ea0825ft_test_resize_q80.jpg
E14 Degraded External,real_raise_110_r0ea0825ft_test_double_jpeg,Real,0.001216,0.682617,1,0.717285,1,0.713818,1,0.713818,1,Blend,0.682617,1,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_110_r0ea0825ft_test_double_jpeg.jpg
E14 Degraded External,ai_sb_glide_109_r138ad247t_test_whatsapp_q75,AI,0.415527,0.278076,0,0.969727,1,0.900562,1,0.900562,1,Blend,0.969727,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,glide,unknown,data/final_external_pool/final_test_degraded/ai_sb_glide_109_r138ad247t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_glide_109_r138ad247t_test_resize_q80,AI,0.451904,0.286621,0,0.977539,1,0.908447,1,0.908447,1,Blend,0.977539,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,glide,unknown,data/final_external_pool/final_test_degraded/ai_sb_glide_109_r138ad247t_test_resize_q80.jpg
E14 Degraded External,ai_sb_glide_109_r138ad247t_test_double_jpeg,AI,0.347412,0.254395,0,0.962891,1,0.892041,1,0.892041,1,Blend,0.962891,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,glide,unknown,data/final_external_pool/final_test_degraded/ai_sb_glide_109_r138ad247t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_whatsapp_q75,AI,0.828125,0.264404,0,0.951660,1,0.882935,1,0.882934,1,Blend,0.951660,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,stable-diffusion-1-4,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_resize_q80,AI,0.789062,0.261230,0,0.923828,1,0.857568,1,0.857568,1,Blend,0.923828,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,stable-diffusion-1-4,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_resize_q80.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_double_jpeg,AI,0.408691,0.113403,0,0.646484,1,0.593176,1,0.593176,1,Blend,0.646484,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,stable-diffusion-1-4,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_double_jpeg.jpg
E14 Degraded External,real_raise_230_r1d00d8ect_test_whatsapp_q75,Real,0.788574,0.019424,0,0.863770,1,0.779335,1,0.779335,1,Blend,0.863770,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_230_r1d00d8ect_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_230_r1d00d8ect_test_resize_q80,Real,0.769531,0.017242,0,0.844727,1,0.761978,1,0.761979,1,Blend,0.844727,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_230_r1d00d8ect_test_resize_q80.jpg
E14 Degraded External,real_raise_230_r1d00d8ect_test_double_jpeg,Real,0.618164,0.005775,0,0.823242,1,0.741496,1,0.741495,1,Blend,0.823242,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_230_r1d00d8ect_test_double_jpeg.jpg
E14 Degraded External,ai_sb_dalle3_056_r1ad2de34t_test_whatsapp_q75,AI,0.992676,0.576172,1,0.998535,1,0.956299,1,0.956299,1,Blend,0.576172,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,dalle3,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle3_056_r1ad2de34t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_dalle3_056_r1ad2de34t_test_resize_q80,AI,0.991699,0.564453,1,0.998047,1,0.954688,1,0.954688,1,Blend,0.564453,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,dalle3,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle3_056_r1ad2de34t_test_resize_q80.jpg
E14 Degraded External,ai_sb_dalle3_056_r1ad2de34t_test_double_jpeg,AI,0.972168,0.329102,0,0.995605,1,0.928955,1,0.928955,1,Blend,0.995605,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,dalle3,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle3_056_r1ad2de34t_test_double_jpeg.jpg
E14 Degraded External,real_raise_072_r09445479t_test_whatsapp_q75,Real,0.013275,0.014503,0,0.877930,1,0.791587,1,0.791587,1,Blend,0.877930,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_072_r09445479t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_072_r09445479t_test_resize_q80,Real,0.019424,0.013123,0,0.884277,1,0.797162,1,0.797162,1,Blend,0.884277,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_072_r09445479t_test_resize_q80.jpg
E14 Degraded External,real_raise_072_r09445479t_test_double_jpeg,Real,0.008949,0.009712,0,0.879395,1,0.792426,1,0.792427,1,Blend,0.879395,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_072_r09445479t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_whatsapp_q75,AI,0.012100,0.003210,0,0.387207,0,0.348807,0,0.348807,0,Blend,0.003210,0,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,stable-diffusion-1-3,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_resize_q80,AI,0.007347,0.002531,0,0.242798,0,0.218771,0,0.218771,0,Blend,0.002531,0,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,stable-diffusion-1-3,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_resize_q80.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_double_jpeg,AI,0.001147,0.003721,0,0.061890,0,0.056073,0,0.056073,0,Blend,0.003721,0,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,stable-diffusion-1-3,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_double_jpeg.jpg
E14 Degraded External,ai_sb_dalle2_010_r09a60f63t_test_whatsapp_q75,AI,0.966797,0.994629,1,0.989746,1,0.990234,1,0.990234,1,Blend,0.994629,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,dalle2,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle2_010_r09a60f63t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_dalle2_010_r09a60f63t_test_resize_q80,AI,0.967285,0.992676,1,0.986816,1,0.987402,1,0.987402,1,Blend,0.992676,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,dalle2,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle2_010_r09a60f63t_test_resize_q80.jpg
E14 Degraded External,ai_sb_dalle2_010_r09a60f63t_test_double_jpeg,AI,0.929199,0.991211,1,0.982910,1,0.983740,1,0.983740,1,Blend,0.991211,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,dalle2,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle2_010_r09a60f63t_test_double_jpeg.jpg
E14 Degraded External,real_raise_supp_050_r1a8ee526t_test_whatsapp_q75,Real,0.020523,0.186279,0,0.942383,1,0.866772,1,0.866773,1,Blend,0.942383,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_supp_050_r1a8ee526t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_supp_050_r1a8ee526t_test_resize_q80,Real,0.051941,0.168091,0,0.925293,1,0.849573,1,0.849573,1,Blend,0.925293,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_supp_050_r1a8ee526t_test_resize_q80.jpg
E14 Degraded External,real_raise_supp_050_r1a8ee526t_test_double_jpeg,Real,0.002462,0.054108,0,0.849609,1,0.770059,1,0.770059,1,Blend,0.849609,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_supp_050_r1a8ee526t_test_double_jpeg.jpg
E14 Degraded External,real_raise_022_r02f1ba48t_test_whatsapp_q75,Real,0.845215,0.025711,0,0.825684,1,0.745686,1,0.745687,1,Blend,0.825684,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_022_r02f1ba48t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_022_r02f1ba48t_test_resize_q80,Real,0.882812,0.025223,0,0.829590,1,0.749153,1,0.749153,1,Blend,0.829590,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_022_r02f1ba48t_test_resize_q80.jpg
E14 Degraded External,real_raise_022_r02f1ba48t_test_double_jpeg,Real,0.803711,0.024277,0,0.841309,1,0.759605,1,0.759606,1,Blend,0.841309,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_022_r02f1ba48t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_glide_092_r0150031ft_test_whatsapp_q75,AI,0.986328,0.197021,0,0.890137,1,0.820825,1,0.820825,1,Blend,0.890137,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,glide,unknown,data/final_external_pool/final_test_degraded/ai_sb_glide_092_r0150031ft_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_glide_092_r0150031ft_test_resize_q80,AI,0.993652,0.196167,0,0.918457,1,0.846228,1,0.846228,1,Blend,0.918457,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,glide,unknown,data/final_external_pool/final_test_degraded/ai_sb_glide_092_r0150031ft_test_resize_q80.jpg
E14 Degraded External,ai_sb_glide_092_r0150031ft_test_double_jpeg,AI,0.865723,0.133179,0,0.877441,1,0.803015,1,0.803015,1,Blend,0.877441,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,glide,unknown,data/final_external_pool/final_test_degraded/ai_sb_glide_092_r0150031ft_test_double_jpeg.jpg
E14 Degraded External,real_raise_158_r14289905t_test_whatsapp_q75,Real,0.417725,0.006588,0,0.764648,1,0.688842,1,0.688842,1,Blend,0.764648,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_158_r14289905t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_158_r14289905t_test_resize_q80,Real,0.396973,0.005577,0,0.723145,1,0.651388,1,0.651388,1,Blend,0.723145,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_158_r14289905t_test_resize_q80.jpg
E14 Degraded External,real_raise_158_r14289905t_test_double_jpeg,Real,0.350830,0.005447,0,0.708496,1,0.638191,1,0.638191,1,Blend,0.708496,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_158_r14289905t_test_double_jpeg.jpg
E14 Degraded External,real_raise_210_r1ae12b3ft_test_whatsapp_q75,Real,0.001427,0.313477,0,0.197876,0,0.209436,0,0.209436,0,Blend,0.313477,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_210_r1ae12b3ft_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_210_r1ae12b3ft_test_resize_q80,Real,0.001611,0.344482,0,0.294434,0,0.299438,0,0.299439,0,Blend,0.344482,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_210_r1ae12b3ft_test_resize_q80.jpg
E14 Degraded External,real_raise_210_r1ae12b3ft_test_double_jpeg,Real,0.001461,0.358398,0,0.188354,0,0.205359,0,0.205358,0,Blend,0.358398,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_210_r1ae12b3ft_test_double_jpeg.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_whatsapp_q75,AI,0.000732,0.031494,0,0.809570,1,0.731763,1,0.731762,1,Blend,0.809570,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,stable-diffusion-1-4,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_resize_q80,AI,0.004135,0.034302,0,0.810059,1,0.732483,1,0.732483,1,Blend,0.810059,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,stable-diffusion-1-4,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_resize_q80.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_double_jpeg,AI,0.000116,0.023468,0,0.613281,1,0.554300,1,0.554300,1,Blend,0.613281,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,stable-diffusion-1-4,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_glide_097_r06743f8ft_test_whatsapp_q75,AI,0.250000,0.449463,0,0.529785,1,0.521753,1,0.521753,1,Blend,0.529785,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,glide,unknown,data/final_external_pool/final_test_degraded/ai_sb_glide_097_r06743f8ft_test_whatsapp_q75.jpg
