image_id,filepath,label,source_dataset,generator,generator_version,device_family,device_model,compression_status,compression_type,jpeg_quality_if_known,derived_from,split,provenance,license,sha256,dhash,ahash
e20_train_00074_resize_jpeg_resize,images/train/e20_train_00074_resize_jpeg_resize.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg_resize,75,e20_train_00074_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/3162.jpg | transform: downscale60_jpeg75_upscale,Apache 2.0,97ee521b3d2677bf66e58acde7bb929a9507fc1e785073b0bdf5cabd0c7b7298,ffcec6cec4c8e0f0,0f77777666643c18
e20_train_00074_social_media_whatsapp,images/train/e20_train_00074_social_media_whatsapp.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,social_media_whatsapp,75,e20_train_00074_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/3162.jpg | transform: whatsapp_simulation_1280px_q75,Apache 2.0,52925972fb71b8f1db345050d30dec0f4eb471fffce88e0ab58b79ad1b9b3e2f,ffcec6cec4c8e0f0,0f77777666643c18
e20_train_00075_clean,images/train/e20_train_00075_clean.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,camera_original,clean,original,self,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/11716.jpg,Apache 2.0,a05f5cea619f05085ed87a9cd341eab073e2252c1e8ef825a8655b8e1ec43b76,f0377373f274f0f0,00ffff9818181000
e20_train_00075_resize_jpeg,images/train/e20_train_00075_resize_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg,80,e20_train_00075_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/11716.jpg | transform: resize_75pct_jpeg80,Apache 2.0,cbad0616b41ba20adcda179b729715656b048f988b99f1b0c253e5a1afad35ae,f0377373f274f0f0,00ffff9818181000
e20_train_00075_moderate_jpeg,images/train/e20_train_00075_moderate_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,moderate_jpeg,65,e20_train_00075_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/11716.jpg | transform: jpeg65_subsampling420,Apache 2.0,83dc91552a6f6a82e2f0a6fa50bdb4101f121596563a386a4181a371999164fd,f0377373f274f0b0,00ffff9918181000
e20_train_00075_severe_jpeg,images/train/e20_train_00075_severe_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,severe_jpeg,40,e20_train_00075_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/11716.jpg | transform: jpeg40_subsampling420,Apache 2.0,d421dfa973566af6453d99137298c977925ff11f18d45645b9cc9d602645b7f0,e0377373f274f0b0,00ffff9918181000
e20_train_00075_sequential_jpeg,images/train/e20_train_00075_sequential_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,sequential_jpeg,60,e20_train_00075_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/11716.jpg | transform: sequential_jpeg85_jpeg60,Apache 2.0,55157315620df4e252791e78859b980d819577c6a67f707ace5807506f783d0e,e0377373f274f070,00ffff9818181000
e20_train_00075_resize_jpeg_resize,images/train/e20_train_00075_resize_jpeg_resize.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg_resize,75,e20_train_00075_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/11716.jpg | transform: downscale60_jpeg75_upscale,Apache 2.0,dc966887ce1ca25d929aeea141c5bf260e80bc33789dba1d137e938d96b1ff60,e0377373f274f0f0,00ffff9818181000
e20_train_00075_social_media_whatsapp,images/train/e20_train_00075_social_media_whatsapp.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,social_media_whatsapp,75,e20_train_00075_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/11716.jpg | transform: whatsapp_simulation_1280px_q75,Apache 2.0,84b840f6aae7379d85551e60cdcef3f9976e775f69703781b6559020e89a058b,f0377373f274f0f0,00ffff9818181000
e20_train_00076_clean,images/train/e20_train_00076_clean.png,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,uncompressed,clean,original,self,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip,Academic Research Use / rawir,1b28be076972f7555f616bec447ba05d3e040dc690a9fa16eb06ee000a697ded,3c38386060990946,8e9efcfcfcecc400
e20_train_00076_resize_jpeg,images/train/e20_train_00076_resize_jpeg.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,resize_jpeg,80,e20_train_00076_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: resize_75pct_jpeg80,Academic Research Use / rawir,01ba05263b3efdf571ffdd8e07da25c768c8f0daa9fd56b59df086fa4d1e1e66,3c38386060990946,8e9efcfcfceec400
e20_train_00076_moderate_jpeg,images/train/e20_train_00076_moderate_jpeg.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,moderate_jpeg,65,e20_train_00076_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: jpeg65_subsampling420,Academic Research Use / rawir,7ba821ad72d62934ed70b37557450fd197008044af077576379dccfcfec4a5b9,3c38386060990946,8e9efcfcfcecc400
e20_train_00076_severe_jpeg,images/train/e20_train_00076_severe_jpeg.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,severe_jpeg,40,e20_train_00076_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: jpeg40_subsampling420,Academic Research Use / rawir,6e527651c376944bc76c49eb35e74d93a4c7c1a52bb42046f7266ab37d6234bf,3c38386060990946,8e9efcfcfcecc400
e20_train_00076_sequential_jpeg,images/train/e20_train_00076_sequential_jpeg.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,sequential_jpeg,60,e20_train_00076_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: sequential_jpeg85_jpeg60,Academic Research Use / rawir,2a0c3f7d3f4536dc0e1d538fdc638686e850d0f8a7b983d3aa380641335aa62f,3c38386060990946,8e9efcfcfcecc400
e20_train_00076_resize_jpeg_resize,images/train/e20_train_00076_resize_jpeg_resize.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,resize_jpeg_resize,75,e20_train_00076_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: downscale60_jpeg75_upscale,Academic Research Use / rawir,4398fdcea53be2d6b27b620e7cb27075d4e370cc9389f59967979eee45e260a0,3c38386060990946,8e9efcfcfceec400
e20_train_00076_social_media_whatsapp,images/train/e20_train_00076_social_media_whatsapp.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,social_media_whatsapp,75,e20_train_00076_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: whatsapp_simulation_1280px_q75,Academic Research Use / rawir,843db7c5e6608638935718fbbc7b34f4d20381abdfaaf9cc38568204de2bbba2,3c38386060990946,8e9efcfcfcecc400
e20_train_00077_clean,images/train/e20_train_00077_clean.png,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,uncompressed,clean,original,self,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip,Academic Research Use / rawir,afa396324c68dfce396170981ed486c225aa6fe39d55d83e8559e180fb5f146a,b879c9d9b8383054,1c1c3c7c1c9e9ebe
e20_train_00077_resize_jpeg,images/train/e20_train_00077_resize_jpeg.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,resize_jpeg,80,e20_train_00077_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: resize_75pct_jpeg80,Academic Research Use / rawir,af1184a2e1b733feedf79fca3f4150e4627ff55201bd65786e3da44af2987464,b879e9d9b8383054,1c1c3c7c1c9e9ebe
e20_train_00077_moderate_jpeg,images/train/e20_train_00077_moderate_jpeg.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,moderate_jpeg,65,e20_train_00077_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: jpeg65_subsampling420,Academic Research Use / rawir,c343d3d8b63c8b33aef58f3bdefd7599e55fe492854e1d2f8e768bcbbed6264b,b879c9d9b8383074,1c1c3c7c1c9e9ebe
e20_train_00077_severe_jpeg,images/train/e20_train_00077_severe_jpeg.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,severe_jpeg,40,e20_train_00077_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: jpeg40_subsampling420,Academic Research Use / rawir,b53c5df23d46eab274116fd2aa6d393832e3afef14ae1b7f719271a622fe5682,b879c9d9b8383054,1c1c3c7c1c9e9ebe
e20_train_00077_sequential_jpeg,images/train/e20_train_00077_sequential_jpeg.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,sequential_jpeg,60,e20_train_00077_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: sequential_jpeg85_jpeg60,Academic Research Use / rawir,2b97dc2c48e3177d218020291cd952bb8300fa94274004ce364bfa82221f0abe,b879c9d9b8383054,1c1c3c7c1c9e9ebe
e20_train_00077_resize_jpeg_resize,images/train/e20_train_00077_resize_jpeg_resize.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,resize_jpeg_resize,75,e20_train_00077_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: downscale60_jpeg75_upscale,Academic Research Use / rawir,b074d8f12b5321a50f9979db15065badd86e5ecb80853b9a17e28133665be530,b879c9d9b8383074,1c1c3c7c1c9e9ebe
e20_train_00077_social_media_whatsapp,images/train/e20_train_00077_social_media_whatsapp.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,social_media_whatsapp,75,e20_train_00077_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: whatsapp_simulation_1280px_q75,Academic Research Use / rawir,fc899046a6a85dbd018106d95dcea589ab015e64850b45e97e75cf0b69f9bf00,b879c9d9b8383054,1c1c3c7c1c9e9ebe
e20_train_00078_clean,images/train/e20_train_00078_clean.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,camera_original,clean,original,self,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2854.jpg,Apache 2.0,b215f9fd6ffc61b45165b27a891a87cb610829eb21f6a188e4f0b8f66d7e220a,577e7cfcf8e0f0f0,ffff3e1e3c380800
e20_train_00078_resize_jpeg,images/train/e20_train_00078_resize_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg,80,e20_train_00078_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2854.jpg | transform: resize_75pct_jpeg80,Apache 2.0,1f8983bde81441aeafddda897a083843f6a2ca2ff50f8489024220f2e098ec79,577e7efcf8e0f0f0,ffff3e1e3c380800
e20_train_00078_moderate_jpeg,images/train/e20_train_00078_moderate_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,moderate_jpeg,65,e20_train_00078_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2854.jpg | transform: jpeg65_subsampling420,Apache 2.0,9d33ec45572ba59b5f78afed112f0f53090de928c06e9230336cc0956239f1ce,577e7cfcf8e0f0f0,ffff3e1e3c380800
e20_train_00078_severe_jpeg,images/train/e20_train_00078_severe_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,severe_jpeg,40,e20_train_00078_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2854.jpg | transform: jpeg40_subsampling420,Apache 2.0,07a581b155781d27f69871bb94c62388a5ef203e39abcee6d48e9752ca9c54af,577e7efcf8e0f0f0,ffff3e1e3c380800
e20_train_00078_sequential_jpeg,images/train/e20_train_00078_sequential_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,sequential_jpeg,60,e20_train_00078_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2854.jpg | transform: sequential_jpeg85_jpeg60,Apache 2.0,8675aa50346114583c43c81b384d43104113afbd84ab628816b0341eee40bd6b,577e7cfcf8e0f0f0,ffff3e1e3c380800
e20_train_00078_resize_jpeg_resize,images/train/e20_train_00078_resize_jpeg_resize.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg_resize,75,e20_train_00078_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2854.jpg | transform: downscale60_jpeg75_upscale,Apache 2.0,b91cd960a4303c39c771c491a719d627c5f0e8ec198048bac5473e14821a0c2d,577e7cfcf8e0f0f0,ffff3e1e3c380800
e20_train_00078_social_media_whatsapp,images/train/e20_train_00078_social_media_whatsapp.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,social_media_whatsapp,75,e20_train_00078_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2854.jpg | transform: whatsapp_simulation_1280px_q75,Apache 2.0,51aef9ff72bc70a5b19471d5a4dc2a75280c79c4d633f84e6b5ae200a922721d,577e7cfcf8e0f0f0,ffff3e1e3c380800
e20_train_00079_clean,images/train/e20_train_00079_clean.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,camera_original,clean,original,self,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/1935.jpg,Apache 2.0,4690930a6a681d56b8293b5b23e7d95784c13f581b5ea67f8e0406afce7f46c3,78cc8c8e8e2d36b6,3f47476747070702
e20_train_00079_resize_jpeg,images/train/e20_train_00079_resize_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg,80,e20_train_00079_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/1935.jpg | transform: resize_75pct_jpeg80,Apache 2.0,cb02dd808269becf371b769ffb0f2f614842b2e4c518c493c611645f2475f070,78cc8c8e8e2d36b6,3f47476747070702
e20_train_00079_moderate_jpeg,images/train/e20_train_00079_moderate_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,moderate_jpeg,65,e20_train_00079_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/1935.jpg | transform: jpeg65_subsampling420,Apache 2.0,6258f8c4cfd487ca71677c421993e19781566c8ae2a157bbeb4080bbf2572ecc,78cc8c8e8e2d36b6,3f47476747070702
e20_train_00079_severe_jpeg,images/train/e20_train_00079_severe_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,severe_jpeg,40,e20_train_00079_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/1935.jpg | transform: jpeg40_subsampling420,Apache 2.0,519e6081e8ecd217588bf33dd3e02928f3cf9f246b77f3cf5acc8c8a1d59bea3,78cc8c8e8e2d36b6,3f47476747070702
e20_train_00079_sequential_jpeg,images/train/e20_train_00079_sequential_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,sequential_jpeg,60,e20_train_00079_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/1935.jpg | transform: sequential_jpeg85_jpeg60,Apache 2.0,7527456dd6ad26813d69387faf660a3b8c33039894edd3008d7cecf654e77683,78cc8c8e8e2d36b6,3f47476747070702
e20_train_00079_resize_jpeg_resize,images/train/e20_train_00079_resize_jpeg_resize.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg_resize,75,e20_train_00079_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/1935.jpg | transform: downscale60_jpeg75_upscale,Apache 2.0,5b33773a4dee0e2d101fb42e0def0ae258eb74a6c81c953840e73b7d13eb74ff,78cc8c8e8e2d36b6,3f47476747070702
e20_train_00079_social_media_whatsapp,images/train/e20_train_00079_social_media_whatsapp.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,social_media_whatsapp,75,e20_train_00079_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/1935.jpg | transform: whatsapp_simulation_1280px_q75,Apache 2.0,2a59ed66da21f01e6e3e4de72ea77e2343f0651ac6d40d267d3abe5e065c11f4,78cc8c8e8e2d36b6,3f47476747070702
e20_train_00080_clean,images/train/e20_train_00080_clean.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,camera_original,clean,original,self,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/568.jpg,Apache 2.0,3f1799bbaac99ffe885d4c730036f7c29802008508fa9dda38de2f1d0d46d8cf,f0e8c4c6c46831f0,083c76767e3c1818
e20_train_00080_resize_jpeg,images/train/e20_train_00080_resize_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,resize_jpeg,80,e20_train_00080_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/568.jpg | transform: resize_75pct_jpeg80,Apache 2.0,86a64e675ce6243326920917a63693d9d4af8c51837c8bd958d11cb1031e414d,f0e8c4c6c46831f0,083c76767e3c1818
e20_train_00080_moderate_jpeg,images/train/e20_train_00080_moderate_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,moderate_jpeg,65,e20_train_00080_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/568.jpg | transform: jpeg65_subsampling420,Apache 2.0,6718e610323493490672e481564fe36b70d946b45bbc7c4d2191fc1545d4265e,f0e8c4c6c46831f0,083c76767e3c1818
e20_train_00080_severe_jpeg,images/train/e20_train_00080_severe_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,severe_jpeg,40,e20_train_00080_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/568.jpg | transform: jpeg40_subsampling420,Apache 2.0,d35273343942160c906a67fff374522c50aca65ddd6ac92cf3c387c57cd3213d,f0e8c4c6c46831f0,083c76767e3c1818
e20_train_00080_sequential_jpeg,images/train/e20_train_00080_sequential_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,sequential_jpeg,60,e20_train_00080_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/568.jpg | transform: sequential_jpeg85_jpeg60,Apache 2.0,c5c9b00e91e155682c5120c071d38fd09a6d2022fa4be90d8ce3fdc64d25ab02,f0e8c4c6c46831f0,083c76767e3c1818
e20_train_00080_resize_jpeg_resize,images/train/e20_train_00080_resize_jpeg_resize.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,resize_jpeg_resize,75,e20_train_00080_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/568.jpg | transform: downscale60_jpeg75_upscale,Apache 2.0,ca45e6e688d96428bb0191320a8540a86bab05b24d89a4aedc817dbe0f474eda,f0e8c4c6c46831f0,083c76767e3c1818
e20_train_00080_social_media_whatsapp,images/train/e20_train_00080_social_media_whatsapp.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,social_media_whatsapp,75,e20_train_00080_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/568.jpg | transform: whatsapp_simulation_1280px_q75,Apache 2.0,2d8d04601dde3e479844d9ffa35586774cde26efb2d13f53197953428ba85d07,f0e8c4c6c46831f0,083c76767e3c1818
e20_train_00081_clean,images/train/e20_train_00081_clean.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,camera_original,clean,original,self,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/4021.jpg,Apache 2.0,80c5ac95deedb6eb9af78c15dfa7014e3759f54c8fedd839d7cd76a951f13a96,4d8c12193326c8c9,fde6c088b9f0e0e0
e20_train_00081_resize_jpeg,images/train/e20_train_00081_resize_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,resize_jpeg,80,e20_train_00081_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/4021.jpg | transform: resize_75pct_jpeg80,Apache 2.0,bc6f820ba84868ff561f26040a5cb17059f0e40236e4cfe28d286e7b977f5c0e,4d8c12113326c8c9,fde6c088b9f0e0e0
e20_train_00081_moderate_jpeg,images/train/e20_train_00081_moderate_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,moderate_jpeg,65,e20_train_00081_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/4021.jpg | transform: jpeg65_subsampling420,Apache 2.0,9b9e0726620496328f2b22a712b705fdea48b7ba9e0ed3e6885ff26771a42cfa,4d8c12113326c8c9,fde6c088b9f0e0e0
e20_train_00081_severe_jpeg,images/train/e20_train_00081_severe_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,severe_jpeg,40,e20_train_00081_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/4021.jpg | transform: jpeg40_subsampling420,Apache 2.0,e8ddd2b728d4d18ee91d539261ed7102bc038a3c29f5931c4426bc01fad53c29,4d8c12113326c8c9,fde6c088b9f0e0e0
e20_train_00081_sequential_jpeg,images/train/e20_train_00081_sequential_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,sequential_jpeg,60,e20_train_00081_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/4021.jpg | transform: sequential_jpeg85_jpeg60,Apache 2.0,f153e738f1f46c3f388c085af28bb4cbb469384d95115a2b95c3380f55978b56,4d8c12113326c8c9,fde6c088b9f0e0e0
e20_train_00081_resize_jpeg_resize,images/train/e20_train_00081_resize_jpeg_resize.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,resize_jpeg_resize,75,e20_train_00081_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/4021.jpg | transform: downscale60_jpeg75_upscale,Apache 2.0,154510220b3a355d5f3f007d7fe1be5448cf27a5afec38e6819dbe25091e64a8,4d8c12113326c8c9,fde6c088b9f0e0e0
e20_train_00081_social_media_whatsapp,images/train/e20_train_00081_social_media_whatsapp.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,social_media_whatsapp,75,e20_train_00081_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/4021.jpg | transform: whatsapp_simulation_1280px_q75,Apache 2.0,44b773a504ed62cd3045894a6c086b077b336e1e8b3d82da19f6f789a80c325f,4d8c12193326c8c9,fde6c088b9f0e0e0
e20_train_00082_clean,images/train/e20_train_00082_clean.png,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,uncompressed,clean,original,self,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip,Academic Research Use / rawir,2cf9b014a86e2a5d654a87f989e3244e439f7d28b59982c1b2b55bc6adcd1f99,2606143436161616,f7e7809083838383
e20_train_00082_resize_jpeg,images/train/e20_train_00082_resize_jpeg.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,resize_jpeg,80,e20_train_00082_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: resize_75pct_jpeg80,Academic Research Use / rawir,0c198b4dbd310afa4f19b27a7d816aa78a186e14d2a19497f22168cfc820fefd,2606143436161616,f7e7809083838383
e20_train_00082_moderate_jpeg,images/train/e20_train_00082_moderate_jpeg.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Samsung Galaxy,Galaxy S9,synthetic_compression,moderate_jpeg,65,e20_train_00082_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: jpeg65_subsampling420,Academic Research Use / rawir,476612ea10ad36293a46019ed03c21448c0513fdbfbffc8bdbc4b7f393519fe7,2606143436161616,f7e7809083838383
