benchmark,image_id,label,e20_vs_e24_transition,e21_vs_e24_transition,generator,device_family
E14 Degraded External,real_raise_135_r11850456t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_122_r0fbe1b0ft_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_122_r0fbe1b0ft_test_resize_q80,Real,E20_wrong__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_122_r0fbe1b0ft_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_026_r0dd6e8f4t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_026_r0dd6e8f4t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_026_r0dd6e8f4t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_154_r0372042dt_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_154_r0372042dt_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_154_r0372042dt_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_firefly_065_r045be2act_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_firefly_065_r045be2act_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_firefly_065_r045be2act_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_161_r0a9384b1t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_161_r0a9384b1t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_161_r0a9384b1t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_firefly_064_r0372042dt_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_064_r0372042dt_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_064_r0372042dt_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,real_raise_053_r06b161adt_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_053_r06b161adt_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_053_r06b161adt_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_188_r07cfb432t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_188_r07cfb432t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_188_r07cfb432t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,real_raise_115_r0f24ca4dt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_115_r0f24ca4dt_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_115_r0f24ca4dt_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_supp_stable-diffusion-1-4_019_r001d260dt_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_supp_stable-diffusion-1-4_019_r001d260dt_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_supp_stable-diffusion-1-4_019_r001d260dt_test_double_jpeg,AI,E20_correct__E24_wrong,E21_wrong__E24_wrong,stable-diffusion-1-4,unknown
E14 Degraded External,real_raise_150_r1378de81t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_150_r1378de81t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_150_r1378de81t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_166_r102b4aa4t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_166_r102b4aa4t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_166_r102b4aa4t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,real_raise_036_r04989a70t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_036_r04989a70t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_036_r04989a70t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_dalle2_029_r1d9a31fct_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_029_r1d9a31fct_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_029_r1d9a31fct_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,dalle2,unknown
E14 Degraded External,real_raise_supp_005_r02513d19t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_005_r02513d19t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_005_r02513d19t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_firefly_087_r1bdb6385t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_087_r1bdb6385t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_087_r1bdb6385t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,real_raise_250_r1f4a44a7t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_250_r1f4a44a7t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_250_r1f4a44a7t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_midjourney-v5_147_r1bdb6385t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_147_r1bdb6385t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_147_r1bdb6385t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,real_raise_043_r057282fet_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_043_r057282fet_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_043_r057282fet_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_092_r0b755540t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_092_r0b755540t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_092_r0b755540t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_035_r12cbfb1et_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_035_r12cbfb1et_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_035_r12cbfb1et_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_160_r09a60f63t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_160_r09a60f63t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_160_r09a60f63t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_dalle3_059_r1d9a31fct_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_dalle3_059_r1d9a31fct_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_dalle3_059_r1d9a31fct_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_glide_091_r000da54ft_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_091_r000da54ft_test_resize_q80,AI,E20_correct__E24_wrong,E21_correct__E24_wrong,glide,unknown
E14 Degraded External,ai_sb_glide_091_r000da54ft_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_firefly_068_r07cfb432t_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_firefly_068_r07cfb432t_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_firefly_068_r07cfb432t_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,firefly,unknown
E14 Degraded External,real_raise_046_r05db7e7ft_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_correct__E24_wrong,camera,unknown
E14 Degraded External,real_raise_046_r05db7e7ft_test_resize_q80,Real,E20_correct__E24_wrong,E21_correct__E24_wrong,camera,unknown
E14 Degraded External,real_raise_046_r05db7e7ft_test_double_jpeg,Real,E20_correct__E24_wrong,E21_correct__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_firefly_069_r08996953t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_069_r08996953t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_069_r08996953t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,real_raise_supp_004_r01d0b83bt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_004_r01d0b83bt_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_004_r01d0b83bt_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_midjourney-v5_130_r09a60f63t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_130_r09a60f63t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_130_r09a60f63t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,real_raise_191_r18d72ab2t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_191_r18d72ab2t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_191_r18d72ab2t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_208_r1aa53167t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_208_r1aa53167t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_208_r1aa53167t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_202_r1a4651edt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_202_r1a4651edt_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_202_r1a4651edt_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_dalle2_003_r026b5360t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_003_r026b5360t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_003_r026b5360t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_supp_dalle2_002_r002fc3e2t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_supp_dalle2_002_r002fc3e2t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_supp_dalle2_002_r002fc3e2t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_firefly_075_r0f5beb66t_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_firefly_075_r0f5beb66t_test_resize_q80,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_firefly_075_r0f5beb66t_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_midjourney-v5_146_r1ad2de34t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_146_r1ad2de34t_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_146_r1ad2de34t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_231_r159d3942t_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_231_r159d3942t_test_resize_q80,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_231_r159d3942t_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,stable-diffusion-2,unknown
E14 Degraded External,real_raise_075_r09851aa4t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_075_r09851aa4t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_075_r09851aa4t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_110_r0ea0825ft_test_whatsapp_q75,Real,E20_wrong__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_110_r0ea0825ft_test_resize_q80,Real,E20_wrong__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_110_r0ea0825ft_test_double_jpeg,Real,E20_wrong__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_glide_109_r138ad247t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_109_r138ad247t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_109_r138ad247t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_192_r0b7b1156t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,real_raise_230_r1d00d8ect_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_230_r1d00d8ect_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_230_r1d00d8ect_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_dalle3_056_r1ad2de34t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_dalle3_056_r1ad2de34t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_dalle3_056_r1ad2de34t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,real_raise_072_r09445479t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_072_r09445479t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_072_r09445479t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_resize_q80,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_179_r1d9a31fct_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_dalle2_010_r09a60f63t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_010_r09a60f63t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_010_r09a60f63t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,real_raise_supp_050_r1a8ee526t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_050_r1a8ee526t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_050_r1a8ee526t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_022_r02f1ba48t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_022_r02f1ba48t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_022_r02f1ba48t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_glide_092_r0150031ft_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,glide,unknown
E14 Degraded External,ai_sb_glide_092_r0150031ft_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,glide,unknown
E14 Degraded External,ai_sb_glide_092_r0150031ft_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,glide,unknown
E14 Degraded External,real_raise_158_r14289905t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_158_r14289905t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_158_r14289905t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_210_r1ae12b3ft_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_210_r1ae12b3ft_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_210_r1ae12b3ft_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_glide_097_r06743f8ft_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,glide,unknown
E14 Degraded External,ai_sb_glide_097_r06743f8ft_test_resize_q80,AI,E20_correct__E24_wrong,E21_correct__E24_wrong,glide,unknown
E14 Degraded External,ai_sb_glide_097_r06743f8ft_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,glide,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_151_r000da54ft_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_151_r000da54ft_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_151_r000da54ft_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_firefly_070_r09a60f63t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_070_r09a60f63t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_070_r09a60f63t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,real_raise_189_r187df69ft_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_189_r187df69ft_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_189_r187df69ft_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_234_r1900f7c7t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_234_r1900f7c7t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_234_r1900f7c7t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_firefly_088_r1c9fdcf4t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_088_r1c9fdcf4t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_088_r1c9fdcf4t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,real_raise_180_r173ee7e8t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_180_r173ee7e8t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_180_r173ee7e8t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_022_r0b3220e1t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_022_r0b3220e1t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_022_r0b3220e1t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_228_r1297fd0bt_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
